,Season,Wk,Date,Time,Home,Away,Home Score,Away Score,xG Home,xG Away,Attendance,Venue,Referee,xG Diff,Actual Diff,League
1633,2020-2021,33.0,2021-04-17,17:00,Marseille,Lorient,3,2,2.2,1.4,,Orange Vélodrome,Hakim Ben El Hadj Salem,0.8000000000000003,1.0,Ligue1
1634,2020-2021,33.0,2021-04-18,13:00,Paris S-G,Saint-Étienne,3,2,2.2,1.2,,Parc des Princes,Ruddy Buquet,1.0000000000000002,1.0,Ligue1
1635,2020-2021,33.0,2021-04-18,15:00,Brest,Lens,1,1,0.4,1.3,,Stade Francis-Le Blé,Karim Abed,-0.9,0.0,Ligue1
1636,2020-2021,33.0,2021-04-18,15:00,Dijon,Nice,2,0,1.6,0.7,,Stade Gaston Gérard,Johan Hamel,0.9000000000000001,2.0,Ligue1
1637,2020-2021,33.0,2021-04-18,15:00,Nîmes,Strasbourg,1,1,1.4,1.1,,Stade des Costières,Antony Gautier,0.2999999999999998,0.0,Ligue1
1638,2020-2021,33.0,2021-04-18,15:00,Reims,Metz,0,0,0.9,0.7,,Stade Auguste-Delaune II,Jérôme Miguelgorry,0.20000000000000007,0.0,Ligue1
1639,2020-2021,33.0,2021-04-18,17:05,Bordeaux,Monaco,0,3,0.8,2.1,,Stade Matmut-Atlantique,François Letexier,-1.3,-3.0,Ligue1
1640,2020-2021,33.0,2021-04-18,21:00,Nantes,Lyon,1,2,1.2,1.6,,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,-0.40000000000000013,-1.0,Ligue1
1642,2020-2021,34.0,2021-04-23,21:00,Reims,Marseille,1,3,0.6,2.1,,Stade Auguste-Delaune II,Eric Wattellier,-1.5,-2.0,Ligue1
1643,2020-2021,34.0,2021-04-24,13:00,Saint-Étienne,Brest,1,2,0.9,1.9,,Stade Geoffroy-Guichard,Florent Batta,-0.9999999999999999,-1.0,Ligue1
1644,2020-2021,34.0,2021-04-24,17:00,Metz,Paris S-G,1,3,0.7,2.9,,Stade Saint-Symphorien,Willy Delajod,-2.2,-2.0,Ligue1
1645,2020-2021,34.0,2021-04-25,13:00,Nice,Montpellier,3,1,2.0,1.4,,Stade de Nice,Bastien Dechepy,0.6000000000000001,2.0,Ligue1
1646,2020-2021,34.0,2021-04-25,15:00,Strasbourg,Nantes,1,2,1.5,1.2,,Stade de la Meinau,Ruddy Buquet,0.30000000000000004,-1.0,Ligue1
1647,2020-2021,34.0,2021-04-25,15:00,Rennes,Dijon,5,1,3.0,1.2,,Roazhon Park,Jeremy Stinat,1.8,4.0,Ligue1
1648,2020-2021,34.0,2021-04-25,15:00,Lens,Nîmes,2,1,0.6,1.6,,Stade Bollaert-Delelis,Aurélien Petit,-1.0,1.0,Ligue1
1649,2020-2021,34.0,2021-04-25,15:00,Lorient,Bordeaux,4,1,1.9,0.9,,Stade Yves Allainmat - Le Moustoir,Jérémie Pignard,0.9999999999999999,3.0,Ligue1
1650,2020-2021,34.0,2021-04-25,17:05,Angers,Monaco,0,1,0.1,1.6,,Stade Raymond Kopa,Hakim Ben El Hadj Salem,-1.5,-1.0,Ligue1
1651,2020-2021,34.0,2021-04-25,21:00,Lyon,Lille,2,3,1.0,1.9,,Groupama Stadium,François Letexier,-0.8999999999999999,-1.0,Ligue1
1653,2020-2021,35.0,2021-04-30,21:00,Marseille,Strasbourg,1,1,1.0,0.4,,Orange Vélodrome,Stéphanie Frappart,0.6,0.0,Ligue1
1654,2020-2021,35.0,2021-05-01,17:00,Paris S-G,Lens,2,1,1.4,1.6,,Parc des Princes,Jérôme Brisard,-0.20000000000000018,1.0,Ligue1
1655,2020-2021,35.0,2021-05-01,21:00,Lille,Nice,2,0,0.8,0.0,,Stade Pierre-Mauroy,Amaury Delerue,0.8,2.0,Ligue1
1656,2020-2021,35.0,2021-05-02,13:00,Bordeaux,Rennes,1,0,0.8,0.6,,Stade Matmut-Atlantique,Antony Gautier,0.20000000000000007,1.0,Ligue1
1657,2020-2021,35.0,2021-05-02,15:00,Dijon,Metz,1,5,1.1,1.5,,Stade Gaston Gérard,Franck Schneider,-0.3999999999999999,-4.0,Ligue1
1658,2020-2021,35.0,2021-05-02,15:00,Lorient,Angers,2,0,1.7,0.8,,Stade Yves Allainmat - Le Moustoir,Willy Delajod,0.8999999999999999,2.0,Ligue1
1659,2020-2021,35.0,2021-05-02,15:00,Nîmes,Reims,2,2,2.5,0.8,,Stade des Costières,Benoît Millot,1.7,0.0,Ligue1
1660,2020-2021,35.0,2021-05-02,15:00,Brest,Nantes,1,4,1.9,2.4,,Stade Francis-Le Blé,Mikael Lesage,-0.5,-3.0,Ligue1
1661,2020-2021,35.0,2021-05-02,17:05,Montpellier,Saint-Étienne,1,2,1.0,2.6,,Stade de la Mosson,Karim Abed,-1.6,-1.0,Ligue1
1662,2020-2021,35.0,2021-05-02,21:00,Monaco,Lyon,2,3,2.1,1.2,,Stade Louis II.,Clément Turpin,0.9000000000000001,-1.0,Ligue1
1664,2020-2021,36.0,2021-05-07,21:00,Lens,Lille,0,3,1.5,1.3,,Stade Bollaert-Delelis,Clément Turpin,0.19999999999999996,-3.0,Ligue1
1665,2020-2021,36.0,2021-05-08,13:00,Nantes,Bordeaux,3,0,2.0,0.8,,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,1.2,3.0,Ligue1
1666,2020-2021,36.0,2021-05-08,17:00,Lyon,Lorient,4,1,4.3,0.6,,Groupama Stadium,Mikael Lesage,3.6999999999999997,3.0,Ligue1
1667,2020-2021,36.0,2021-05-09,13:00,Saint-Étienne,Marseille,1,0,1.4,1.6,,Stade Geoffroy-Guichard,Johan Hamel,-0.20000000000000018,1.0,Ligue1
1668,2020-2021,36.0,2021-05-09,15:00,Nice,Brest,3,2,2.9,0.9,,Stade de Nice,Thomas Léonard,2.0,1.0,Ligue1
1669,2020-2021,36.0,2021-05-09,15:00,Angers,Dijon,3,0,1.9,0.3,,Stade Raymond Kopa,Jérôme Brisard,1.5999999999999999,3.0,Ligue1
1670,2020-2021,36.0,2021-05-09,15:00,Strasbourg,Montpellier,2,3,1.8,0.7,,Stade de la Meinau,Jérôme Miguelgorry,1.1,-1.0,Ligue1
1671,2020-2021,36.0,2021-05-09,15:00,Metz,Nîmes,0,3,0.7,1.9,,Stade Saint-Symphorien,François Letexier,-1.2,-3.0,Ligue1
1672,2020-2021,36.0,2021-05-09,17:05,Reims,Monaco,0,1,0.4,0.9,,Stade Auguste-Delaune II,Antony Gautier,-0.5,-1.0,Ligue1
1673,2020-2021,36.0,2021-05-09,21:00,Rennes,Paris S-G,1,1,1.0,1.6,,Roazhon Park,Ruddy Buquet,-0.6000000000000001,0.0,Ligue1
1675,2020-2021,37.0,2021-05-16,21:00,Montpellier,Brest,0,0,0.6,1.5,,Stade de la Mosson,Aurélien Petit,-0.9,0.0,Ligue1
1676,2020-2021,37.0,2021-05-16,21:00,Monaco,Rennes,2,1,1.4,0.4,,Stade Louis II.,Benoît Bastien,0.9999999999999999,1.0,Ligue1
1677,2020-2021,37.0,2021-05-16,21:00,Dijon,Nantes,0,4,1.1,1.9,,Stade Gaston Gérard,Karim Abed,-0.7999999999999998,-4.0,Ligue1
1678,2020-2021,37.0,2021-05-16,21:00,Nice,Strasbourg,0,2,0.9,1.9,,Stade de Nice,Mikael Lesage,-0.9999999999999999,-2.0,Ligue1
1679,2020-2021,37.0,2021-05-16,21:00,Lorient,Metz,2,1,1.4,0.1,,Stade Yves Allainmat - Le Moustoir,Florent Batta,1.2999999999999998,1.0,Ligue1
1680,2020-2021,37.0,2021-05-16,21:00,Bordeaux,Lens,3,0,2.5,1.3,,Stade Matmut-Atlantique,Eric Wattellier,1.2,3.0,Ligue1
1681,2020-2021,37.0,2021-05-16,21:00,Paris S-G,Reims,4,0,3.6,0.1,,Parc des Princes,Clément Turpin,3.5,4.0,Ligue1
1682,2020-2021,37.0,2021-05-16,21:00,Nîmes,Lyon,2,5,1.0,2.4,,Stade des Costières,Ruddy Buquet,-1.4,-3.0,Ligue1
1683,2020-2021,37.0,2021-05-16,21:00,Lille,Saint-Étienne,0,0,1.0,0.4,,Stade Pierre-Mauroy,Jérôme Brisard,0.6,0.0,Ligue1
1684,2020-2021,37.0,2021-05-16,21:00,Marseille,Angers,3,2,2.4,1.7,,Orange Vélodrome,Franck Schneider,0.7,1.0,Ligue1
1686,2020-2021,38.0,2021-05-23,21:00,Reims,Bordeaux,1,2,1.0,1.1,,Stade Auguste-Delaune II,Jérôme Brisard,-0.10000000000000009,-1.0,Ligue1
1687,2020-2021,38.0,2021-05-23,21:00,Nantes,Montpellier,1,2,1.8,1.1,,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,0.7,-1.0,Ligue1
1688,2020-2021,38.0,2021-05-23,21:00,Angers,Lille,1,2,0.6,1.6,,Stade Raymond Kopa,Benoît Bastien,-1.0,-1.0,Ligue1
1689,2020-2021,38.0,2021-05-23,21:00,Strasbourg,Lorient,1,1,0.3,0.4,,Stade de la Meinau,Stéphanie Frappart,-0.10000000000000003,0.0,Ligue1
1690,2020-2021,38.0,2021-05-23,21:00,Metz,Marseille,1,1,1.1,1.3,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,-0.19999999999999996,0.0,Ligue1
1691,2020-2021,38.0,2021-05-23,21:00,Rennes,Nîmes,2,0,1.2,0.6,,Roazhon Park,Willy Delajod,0.6,2.0,Ligue1
1692,2020-2021,38.0,2021-05-23,21:00,Saint-Étienne,Dijon,0,1,1.4,1.3,,Stade Geoffroy-Guichard,Antony Gautier,0.09999999999999987,-1.0,Ligue1
1693,2020-2021,38.0,2021-05-23,21:00,Lyon,Nice,2,3,1.4,1.6,,Groupama Stadium,Benoît Millot,-0.20000000000000018,-1.0,Ligue1
1694,2020-2021,38.0,2021-05-23,21:00,Lens,Monaco,0,0,0.2,1.5,,Stade Bollaert-Delelis,Jérémie Pignard,-1.3,0.0,Ligue1
1695,2021-2022,1.0,2021-08-06,21:00,Monaco,Nantes,1,1,1.5,0.2,7500.0,Stade Louis II.,Antony Gautier,1.3,0.0,Ligue1
1696,2021-2022,1.0,2021-08-07,17:00,Lyon,Brest,1,1,1.4,0.8,29018.0,Groupama Stadium,Mikael Lesage,0.5999999999999999,0.0,Ligue1
1697,2021-2022,1.0,2021-08-07,21:00,Troyes,Paris S-G,1,2,0.9,1.2,15248.0,Stade de l'Aube,Amaury Delerue,-0.29999999999999993,-1.0,Ligue1
1698,2021-2022,1.0,2021-08-08,13:00,Rennes,Lens,1,1,0.7,2.1,22567.0,Roazhon Park,Bastien Dechepy,-1.4000000000000001,0.0,Ligue1
1699,2021-2022,1.0,2021-08-08,15:00,Bordeaux,Clermont Foot,0,2,0.7,3.1,18748.0,Stade Matmut-Atlantique,Florent Batta,-2.4000000000000004,-2.0,Ligue1
1700,2021-2022,1.0,2021-08-08,15:00,Strasbourg,Angers,0,2,0.3,0.9,23250.0,Stade de la Meinau,Jeremy Stinat,-0.6000000000000001,-2.0,Ligue1
1701,2021-2022,1.0,2021-08-08,15:00,Nice,Reims,0,0,0.8,0.2,18030.0,Stade de Nice,Johan Hamel,0.6000000000000001,0.0,Ligue1
1702,2021-2022,1.0,2021-08-08,15:00,Saint-Étienne,Lorient,1,1,1.9,0.6,20461.0,Stade Geoffroy-Guichard,Thomas Léonard,1.2999999999999998,0.0,Ligue1
1703,2021-2022,1.0,2021-08-08,17:00,Metz,Lille,3,3,0.9,1.3,15551.0,Stade Saint-Symphorien,Eric Wattellier,-0.4,0.0,Ligue1
1704,2021-2022,1.0,2021-08-08,20:45,Montpellier,Marseille,2,3,0.6,1.9,13500.0,Stade de la Mosson,Jérémie Pignard,-1.2999999999999998,-1.0,Ligue1
1706,2021-2022,2.0,2021-08-13,21:00,Lorient,Monaco,1,0,0.8,1.1,12149.0,Stade Yves Allainmat - Le Moustoir,Hakim Ben El Hadj Salem,-0.30000000000000004,1.0,Ligue1
1707,2021-2022,2.0,2021-08-14,17:00,Lille,Nice,0,4,0.8,1.9,30144.0,Stade Pierre-Mauroy,Jérôme Brisard,-1.0999999999999999,-4.0,Ligue1
1708,2021-2022,2.0,2021-08-14,21:00,Paris S-G,Strasbourg,4,2,3.1,0.7,46962.0,Parc des Princes,Willy Delajod,2.4000000000000004,2.0,Ligue1
1709,2021-2022,2.0,2021-08-15,13:00,Angers,Lyon,3,0,1.8,0.9,6154.0,Stade Raymond Kopa,Clément Turpin,0.9,3.0,Ligue1
1710,2021-2022,2.0,2021-08-15,15:00,Clermont Foot,Troyes,2,0,1.9,0.7,11005.0,Stade Gabriel Montpied,Romain Lissorgue,1.2,2.0,Ligue1
1711,2021-2022,2.0,2021-08-15,15:00,Brest,Rennes,1,1,1.9,1.0,14271.0,Stade Francis-Le Blé,Benoît Bastien,0.8999999999999999,0.0,Ligue1
1712,2021-2022,2.0,2021-08-15,15:00,Nantes,Metz,2,0,1.7,0.6,12054.0,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,1.1,2.0,Ligue1
1713,2021-2022,2.0,2021-08-15,15:00,Reims,Montpellier,3,3,1.8,1.8,8887.0,Stade Auguste-Delaune II,Jeremy Stinat,0.0,0.0,Ligue1
1714,2021-2022,2.0,2021-08-15,17:00,Lens,Saint-Étienne,2,2,1.3,0.9,35541.0,Stade Bollaert-Delelis,Amaury Delerue,0.4,0.0,Ligue1
1715,2021-2022,2.0,2021-08-15,20:45,Marseille,Bordeaux,2,2,1.0,0.3,50000.0,Orange Vélodrome,Ruddy Buquet,0.7,0.0,Ligue1
1717,2021-2022,3.0,2021-08-20,21:00,Brest,Paris S-G,2,4,1.1,0.9,14586.0,Stade Francis-Le Blé,Eric Wattellier,0.20000000000000007,-2.0,Ligue1
1718,2021-2022,3.0,2021-08-21,17:00,Monaco,Lens,0,2,0.3,0.5,6483.0,Stade Louis II.,Jérémie Pignard,-0.2,-2.0,Ligue1
1719,2021-2022,3.0,2021-08-21,21:00,Saint-Étienne,Lille,1,1,0.5,1.0,20673.0,Stade Geoffroy-Guichard,Mikael Lesage,-0.5,0.0,Ligue1
1720,2021-2022,3.0,2021-08-22,13:00,Lyon,Clermont Foot,3,3,3.3,1.4,34713.0,Groupama Stadium,Thomas Léonard,1.9,0.0,Ligue1
1721,2021-2022,3.0,2021-08-22,15:00,Strasbourg,Troyes,1,1,2.2,1.4,22185.0,Stade de la Meinau,Jérôme Brisard,0.8000000000000003,0.0,Ligue1
1722,2021-2022,3.0,2021-08-22,15:00,Metz,Reims,1,1,0.5,0.9,14799.0,Stade Saint-Symphorien,Florent Batta,-0.4,0.0,Ligue1
1723,2021-2022,3.0,2021-08-22,15:00,Montpellier,Lorient,3,1,3.0,0.6,6527.0,Stade de la Mosson,Bastien Dechepy,2.4,2.0,Ligue1
1724,2021-2022,3.0,2021-08-22,15:00,Bordeaux,Angers,1,1,0.5,0.9,18281.0,Stade Matmut-Atlantique,Pierre Gaillouste,-0.4,0.0,Ligue1
1725,2021-2022,3.0,2021-08-22,17:00,Rennes,Nantes,1,0,0.9,0.5,27569.0,Roazhon Park,Stéphanie Frappart,0.4,1.0,Ligue1
1727,2021-2022,4.0,2021-08-27,21:00,Nantes,Lyon,0,1,1.4,1.2,23177.0,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,0.19999999999999996,-1.0,Ligue1
1728,2021-2022,4.0,2021-08-28,17:00,Nice,Bordeaux,4,0,3.2,1.1,,Stade de Nice,Jérémie Pignard,2.1,4.0,Ligue1
1729,2021-2022,4.0,2021-08-28,21:00,Marseille,Saint-Étienne,3,1,2.1,1.1,55039.0,Orange Vélodrome,Benoît Millot,1.0,2.0,Ligue1
1730,2021-2022,4.0,2021-08-29,13:00,Troyes,Monaco,1,2,0.7,1.9,9866.0,Stade de l'Aube,Johan Hamel,-1.2,-1.0,Ligue1
1731,2021-2022,4.0,2021-08-29,15:00,Strasbourg,Brest,3,1,1.4,0.8,22341.0,Stade de la Meinau,Romain Lissorgue,0.5999999999999999,2.0,Ligue1
1732,2021-2022,4.0,2021-08-29,15:00,Angers,Rennes,2,0,2.2,0.9,6473.0,Stade Raymond Kopa,Antony Gautier,1.3000000000000003,2.0,Ligue1
1733,2021-2022,4.0,2021-08-29,15:00,Lens,Lorient,2,2,1.3,1.2,35029.0,Stade Bollaert-Delelis,Willy Delajod,0.10000000000000009,0.0,Ligue1
1734,2021-2022,4.0,2021-08-29,15:00,Clermont Foot,Metz,2,2,1.6,1.4,11274.0,Stade Gabriel Montpied,Hakim Ben El Hadj Salem,0.20000000000000018,0.0,Ligue1
1735,2021-2022,4.0,2021-08-29,17:00,Lille,Montpellier,2,1,1.6,0.6,28859.0,Stade Pierre-Mauroy,Amaury Delerue,1.0,1.0,Ligue1
1736,2021-2022,4.0,2021-08-29,20:45,Reims,Paris S-G,0,2,0.7,1.3,20525.0,Stade Auguste-Delaune II,François Letexier,-0.6000000000000001,-2.0,Ligue1
1738,2021-2022,5.0,2021-09-10,21:00,Lorient,Lille,2,1,1.8,1.3,10271.0,Stade Yves Allainmat - Le Moustoir,Clément Turpin,0.5,1.0,Ligue1
1739,2021-2022,5.0,2021-09-11,17:00,Paris S-G,Clermont Foot,4,0,2.5,0.9,47329.0,Parc des Princes,Mikael Lesage,1.6,4.0,Ligue1
1740,2021-2022,5.0,2021-09-11,21:00,Monaco,Marseille,0,2,0.8,1.6,8615.0,Stade Louis II.,Stéphanie Frappart,-0.8,-2.0,Ligue1
1741,2021-2022,5.0,2021-09-12,13:00,Montpellier,Saint-Étienne,2,0,1.1,0.8,10402.0,Stade de la Mosson,Benoît Bastien,0.30000000000000004,2.0,Ligue1
1742,2021-2022,5.0,2021-09-12,15:00,Rennes,Reims,0,2,0.6,0.5,24486.0,Roazhon Park,Thomas Léonard,0.09999999999999998,-2.0,Ligue1
1743,2021-2022,5.0,2021-09-12,15:00,Bordeaux,Lens,2,3,0.8,2.5,19763.0,Stade Matmut-Atlantique,Luís Godinho,-1.7,-1.0,Ligue1
1744,2021-2022,5.0,2021-09-12,15:00,Brest,Angers,1,1,1.3,1.2,10982.0,Stade Francis-Le Blé,Jeremy Stinat,0.10000000000000009,0.0,Ligue1
1745,2021-2022,5.0,2021-09-12,15:00,Metz,Troyes,0,2,0.7,0.6,15269.0,Stade Saint-Symphorien,Pierre Gaillouste,0.09999999999999998,-2.0,Ligue1
1746,2021-2022,5.0,2021-09-12,17:00,Nantes,Nice,0,2,1.7,2.1,14597.0,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,-0.40000000000000013,-2.0,Ligue1
1747,2021-2022,5.0,2021-09-12,20:45,Lyon,Strasbourg,3,1,1.6,1.6,33267.0,Groupama Stadium,Ruddy Buquet,0.0,2.0,Ligue1
1749,2021-2022,6.0,2021-09-17,21:00,Strasbourg,Metz,3,0,2.0,0.6,25437.0,Stade de la Meinau,Eric Wattellier,1.4,3.0,Ligue1
1750,2021-2022,6.0,2021-09-18,17:00,Lens,Lille,1,0,0.6,0.7,36512.0,Stade Bollaert-Delelis,Benoît Millot,-0.09999999999999998,1.0,Ligue1
1751,2021-2022,6.0,2021-09-18,21:00,Saint-Étienne,Bordeaux,1,2,1.4,2.3,23869.0,Stade Geoffroy-Guichard,Antony Gautier,-0.8999999999999999,-1.0,Ligue1
1752,2021-2022,6.0,2021-09-19,13:00,Nice,Monaco,2,2,1.7,2.4,,Stade de Nice,François Letexier,-0.7,0.0,Ligue1
1753,2021-2022,6.0,2021-09-19,15:00,Troyes,Montpellier,1,1,1.1,0.2,7405.0,Stade de l'Aube,Florent Batta,0.9000000000000001,0.0,Ligue1
1754,2021-2022,6.0,2021-09-19,15:00,Clermont Foot,Brest,1,1,1.1,0.5,11224.0,Stade Gabriel Montpied,Bastien Dechepy,0.6000000000000001,0.0,Ligue1
1755,2021-2022,6.0,2021-09-19,15:00,Reims,Lorient,0,0,0.8,0.3,9443.0,Stade Auguste-Delaune II,Hakim Ben El Hadj Salem,0.5,0.0,Ligue1
1756,2021-2022,6.0,2021-09-19,15:00,Angers,Nantes,1,4,0.9,2.1,9046.0,Stade Raymond Kopa,Amaury Delerue,-1.2000000000000002,-3.0,Ligue1
1757,2021-2022,6.0,2021-09-19,17:00,Marseille,Rennes,2,0,2.1,1.5,54188.0,Orange Vélodrome,Willy Delajod,0.6000000000000001,2.0,Ligue1
1758,2021-2022,6.0,2021-09-19,20:45,Paris S-G,Lyon,2,1,2.0,0.8,47611.0,Parc des Princes,Clément Turpin,1.2,1.0,Ligue1
1760,2021-2022,7.0,2021-09-22,19:00,Rennes,Clermont Foot,6,0,2.4,0.3,24109.0,Roazhon Park,Benoît Bastien,2.1,6.0,Ligue1
1761,2021-2022,7.0,2021-09-22,19:00,Nantes,Brest,3,1,1.3,0.8,19676.0,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,0.5,2.0,Ligue1
1762,2021-2022,7.0,2021-09-22,19:00,Lille,Reims,2,1,0.7,1.3,32604.0,Stade Pierre-Mauroy,Johan Hamel,-0.6000000000000001,1.0,Ligue1
1763,2021-2022,7.0,2021-09-22,19:00,Montpellier,Bordeaux,3,3,1.3,1.2,9585.0,Stade de la Mosson,Mikael Lesage,0.10000000000000009,0.0,Ligue1
1764,2021-2022,7.0,2021-09-22,19:00,Monaco,Saint-Étienne,3,1,1.7,0.4,3579.0,Stade Louis II.,Jérôme Brisard,1.2999999999999998,2.0,Ligue1
1765,2021-2022,7.0,2021-09-22,21:00,Lyon,Troyes,3,1,1.8,1.4,29714.0,Groupama Stadium,Stéphanie Frappart,0.40000000000000013,2.0,Ligue1
1766,2021-2022,7.0,2021-09-22,21:00,Lens,Strasbourg,0,1,1.5,1.1,,Stade Bollaert-Delelis,Jeremy Stinat,0.3999999999999999,-1.0,Ligue1
1767,2021-2022,7.0,2021-09-22,21:00,Lorient,Nice,1,0,0.5,2.2,10687.0,Stade Yves Allainmat - Le Moustoir,Romain Lissorgue,-1.7000000000000002,1.0,Ligue1
1768,2021-2022,7.0,2021-09-22,21:00,Angers,Marseille,0,0,0.4,0.7,12458.0,Stade Raymond Kopa,Ruddy Buquet,-0.29999999999999993,0.0,Ligue1
1769,2021-2022,7.0,2021-09-22,21:00,Metz,Paris S-G,1,2,0.9,1.3,2661.0,Stade Saint-Symphorien,Jérémie Pignard,-0.4,-1.0,Ligue1
1771,2021-2022,8.0,2021-09-25,17:00,Saint-Étienne,Nice,0,3,0.6,2.2,19980.0,Stade Geoffroy-Guichard,Amaury Delerue,-1.6,-3.0,Ligue1
1772,2021-2022,8.0,2021-09-25,19:00,Strasbourg,Lille,1,2,0.4,2.3,23762.0,Stade de la Meinau,François Letexier,-1.9,-1.0,Ligue1
1773,2021-2022,8.0,2021-09-25,21:00,Paris S-G,Montpellier,2,0,2.1,0.2,47408.0,Parc des Princes,Antony Gautier,1.9000000000000001,2.0,Ligue1
1774,2021-2022,8.0,2021-09-25,21:00,Lyon,Lorient,1,1,1.3,0.7,36424.0,Groupama Stadium,Bastien Dechepy,0.6000000000000001,0.0,Ligue1
1775,2021-2022,8.0,2021-09-26,13:00,Bordeaux,Rennes,1,1,0.7,2.0,16675.0,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,-1.3,0.0,Ligue1
1776,2021-2022,8.0,2021-09-26,15:00,Troyes,Angers,1,1,1.0,1.3,6868.0,Stade de l'Aube,Thomas Léonard,-0.30000000000000004,0.0,Ligue1
1777,2021-2022,8.0,2021-09-26,15:00,Brest,Metz,1,2,1.6,0.6,10398.0,Stade Francis-Le Blé,Willy Delajod,1.0,-1.0,Ligue1
1778,2021-2022,8.0,2021-09-26,15:00,Reims,Nantes,3,1,1.1,0.6,280.0,Stade Auguste-Delaune II,Eric Wattellier,0.5000000000000001,2.0,Ligue1
1779,2021-2022,8.0,2021-09-26,17:00,Clermont Foot,Monaco,1,3,1.1,1.6,11529.0,Stade Gabriel Montpied,Benoît Millot,-0.5,-2.0,Ligue1
1780,2021-2022,8.0,2021-09-26,20:45,Marseille,Lens,2,3,2.0,2.0,50001.0,Orange Vélodrome,Mikael Lesage,0.0,-1.0,Ligue1
1782,2021-2022,9.0,2021-10-01,21:00,Lens,Reims,2,0,2.1,0.1,,Stade Bollaert-Delelis,Benoît Bastien,2.0,2.0,Ligue1
1783,2021-2022,9.0,2021-10-02,17:00,Montpellier,Strasbourg,1,1,1.1,0.3,9851.0,Stade de la Mosson,Hakim Ben El Hadj Salem,0.8,0.0,Ligue1
1784,2021-2022,9.0,2021-10-02,21:00,Nice,Brest,2,1,3.8,0.6,13503.0,Stade de Nice,António Nobre,3.1999999999999997,1.0,Ligue1
1785,2021-2022,9.0,2021-10-03,13:00,Rennes,Paris S-G,2,0,1.0,1.5,28092.0,Roazhon Park,Ruddy Buquet,-0.5,2.0,Ligue1
1786,2021-2022,9.0,2021-10-03,15:00,Lorient,Clermont Foot,1,1,0.5,1.1,12611.0,Stade Yves Allainmat - Le Moustoir,Pierre Gaillouste,-0.6000000000000001,0.0,Ligue1
1787,2021-2022,9.0,2021-10-03,15:00,Monaco,Bordeaux,3,0,1.6,0.3,3667.0,Stade Louis II.,Clément Turpin,1.3,3.0,Ligue1
1788,2021-2022,9.0,2021-10-03,15:00,Angers,Metz,3,2,2.3,1.1,3989.0,Stade Raymond Kopa,Stéphanie Frappart,1.1999999999999997,1.0,Ligue1
1789,2021-2022,9.0,2021-10-03,15:00,Nantes,Troyes,2,0,1.9,1.3,15150.0,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,0.5999999999999999,2.0,Ligue1
1790,2021-2022,9.0,2021-10-03,17:00,Lille,Marseille,2,0,3.0,0.4,44839.0,Stade Pierre-Mauroy,Jérémie Pignard,2.6,2.0,Ligue1
1791,2021-2022,9.0,2021-10-03,20:45,Saint-Étienne,Lyon,1,1,2.3,1.3,33643.0,Stade Geoffroy-Guichard,François Letexier,0.9999999999999998,0.0,Ligue1
1793,2021-2022,10.0,2021-10-15,21:00,Paris S-G,Angers,2,1,2.0,1.1,47646.0,Parc des Princes,Bastien Dechepy,0.8999999999999999,1.0,Ligue1
1794,2021-2022,10.0,2021-10-16,17:00,Clermont Foot,Lille,1,0,0.3,0.9,11537.0,Stade Gabriel Montpied,Eric Wattellier,-0.6000000000000001,1.0,Ligue1
1795,2021-2022,10.0,2021-10-16,21:00,Lyon,Monaco,2,0,2.6,0.6,50585.0,Groupama Stadium,Amaury Delerue,2.0,2.0,Ligue1
1796,2021-2022,10.0,2021-10-17,13:00,Troyes,Nice,1,0,0.9,0.6,7925.0,Stade de l'Aube,Johan Hamel,0.30000000000000004,1.0,Ligue1
1797,2021-2022,10.0,2021-10-17,15:00,Brest,Reims,1,1,0.5,0.8,9693.0,Stade Francis-Le Blé,Jeremy Stinat,-0.30000000000000004,0.0,Ligue1
1798,2021-2022,10.0,2021-10-17,15:00,Bordeaux,Nantes,1,1,0.5,1.3,39510.0,Stade Matmut-Atlantique,Willy Delajod,-0.8,0.0,Ligue1
1799,2021-2022,10.0,2021-10-17,15:00,Metz,Rennes,0,3,0.9,2.2,15679.0,Stade Saint-Symphorien,Benoît Millot,-1.3000000000000003,-3.0,Ligue1
1800,2021-2022,10.0,2021-10-17,15:00,Strasbourg,Saint-Étienne,5,1,2.1,1.0,25371.0,Stade de la Meinau,Mikael Lesage,1.1,4.0,Ligue1
1801,2021-2022,10.0,2021-10-17,17:00,Montpellier,Lens,1,0,1.5,0.9,12474.0,Stade de la Mosson,Florent Batta,0.6,1.0,Ligue1
