,Season,Round,Wk,Date,Time,Home,Away,Home Score,Away Score,xG Home,xG Away,xG Diff,Actual Diff,Attendance,Venue,Referee,League
500,2021-2022,Group stage,1,2021-09-14,21:00,Villarreal,Atalanta,2.0,2.0,2.3,1.3,0.9999999999999998,0.0,12916.0,Estadio de la Cerámica,Clément Turpin,UEFA
501,2021-2022,Group stage,1,2021-09-14,21:00,Barcelona,Bayern Munich,0.0,3.0,0.2,2.7,-2.5,-3.0,39737.0,Camp Nou,Michael Oliver,UEFA
502,2021-2022,Group stage,1,2021-09-14,21:00,Lille,Wolfsburg,0.0,0.0,1.6,0.1,1.5,0.0,34314.0,Stade Pierre-Mauroy,Danny Makkelie,UEFA
503,2021-2022,Group stage,1,2021-09-14,21:00,Malmö,Juventus,0.0,3.0,0.4,3.5,-3.1,-3.0,5832.0,Eleda Stadion,Artur Dias,UEFA
504,2021-2022,Group stage,1,2021-09-14,22:00,Dynamo Kyiv,Benfica,0.0,0.0,0.6,1.0,-0.4,0.0,21657.0,NSK Olimpijs'kyj,Anthony Taylor,UEFA
505,2021-2022,Group stage,1,2021-09-15,19:45,Sheriff Tiraspol,Shakhtar,2.0,0.0,1.0,0.8,0.19999999999999996,2.0,5205.0,Bolshaya Sportivnaya Arena,Deniz Aytekin,UEFA
506,2021-2022,Group stage,1,2021-09-15,19:45,Beşiktaş,Dortmund,1.0,2.0,1.2,3.0,-1.8,-1.0,22445.0,Vodafone Arena,Antonio Matéu Lahoz,UEFA
507,2021-2022,Group stage,1,2021-09-15,20:00,Sporting CP,Ajax,1.0,5.0,0.7,3.1,-2.4000000000000004,-4.0,20382.0,Estádio José Alvalade,José Sánchez,UEFA
508,2021-2022,Group stage,1,2021-09-15,20:00,Manchester City,RB Leipzig,6.0,3.0,2.3,1.3,0.9999999999999998,3.0,38062.0,Etihad Stadium,Serdar Gözübüyük,UEFA
509,2021-2022,Group stage,1,2021-09-15,20:00,Liverpool,Milan,3.0,2.0,2.5,1.6,0.8999999999999999,1.0,51445.0,Anfield,Szymon Marciniak,UEFA
510,2021-2022,Group stage,1,2021-09-15,21:00,Inter,Real Madrid,0.0,1.0,2.4,1.2,1.2,-1.0,37082.0,Stadio Giuseppe Meazza,Daniel Siebert,UEFA
511,2021-2022,Group stage,1,2021-09-15,21:00,Club Brugge,Paris S-G,1.0,1.0,1.3,1.4,-0.09999999999999987,0.0,27546.0,Jan Breydelstadion,Sandro Schärer,UEFA
512,2021-2022,Group stage,1,2021-09-15,21:00,Atlético Madrid,Porto,0.0,0.0,0.3,1.6,-1.3,0.0,40098.0,Estadio Wanda Metropolitano,Ovidiu Hațegan,UEFA
513,2021-2022,Group stage,2,2021-09-28,18:45,Ajax,Beşiktaş,2.0,0.0,3.5,0.9,2.6,2.0,52628.0,Johan Cruyff ArenA,Benoît Bastien,UEFA
514,2021-2022,Group stage,2,2021-09-28,19:45,Shakhtar,Inter,0.0,0.0,1.3,1.0,0.30000000000000004,0.0,26170.0,NSK Olimpijs'kyj,István Kovács,UEFA
515,2021-2022,Group stage,2,2021-09-28,20:00,Porto,Liverpool,1.0,5.0,0.9,3.4,-2.5,-4.0,23520.0,Estádio Do Dragão,Sergey Karasev,UEFA
516,2021-2022,Group stage,2,2021-09-28,21:00,Real Madrid,Sheriff Tiraspol,1.0,2.0,3.1,0.4,2.7,-1.0,24522.0,Estadio Santiago Bernabéu,Lawrence Visser,UEFA
517,2021-2022,Group stage,2,2021-09-28,21:00,RB Leipzig,Club Brugge,1.0,2.0,1.3,1.4,-0.09999999999999987,-1.0,23500.0,Red Bull Arena,Slavko Vinčič,UEFA
518,2021-2022,Group stage,2,2021-09-28,21:00,Dortmund,Sporting CP,1.0,0.0,0.3,0.4,-0.10000000000000003,1.0,25000.0,Signal Iduna Park,Srdjan Stojanovic,UEFA
519,2021-2022,Group stage,2,2021-09-28,21:00,Paris S-G,Manchester City,2.0,0.0,0.4,1.9,-1.5,2.0,37350.0,Parc des Princes,Carlos del Cerro,UEFA
520,2021-2022,Group stage,2,2021-09-28,21:00,Milan,Atlético Madrid,1.0,2.0,0.7,2.1,-1.4000000000000001,-1.0,35374.0,Stadio Giuseppe Meazza,Cüneyt Çakιr,UEFA
521,2021-2022,Group stage,2,2021-09-29,18:45,Atalanta,Young Boys,1.0,0.0,2.5,0.1,2.4,1.0,8536.0,Stadio Atleti Azzurri d'Italia,Felix Brych,UEFA
522,2021-2022,Group stage,2,2021-09-29,19:45,Zenit,Malmö,4.0,0.0,2.5,0.5,2.0,4.0,15339.0,Gazprom Arena,Anastasios Sidiropoulos,UEFA
523,2021-2022,Group stage,2,2021-09-29,20:00,Manchester Utd,Villarreal,2.0,1.0,1.1,2.3,-1.1999999999999997,1.0,73130.0,Old Trafford,Felix Zwayer,UEFA
524,2021-2022,Group stage,2,2021-09-29,20:00,Benfica,Barcelona,3.0,0.0,1.9,1.2,0.7,3.0,29454.0,Estádio do Sport Lisboa e Benfica,Daniele Orsato,UEFA
525,2021-2022,Group stage,2,2021-09-29,21:00,RB Salzburg,Lille,2.0,1.0,2.1,0.5,1.6,1.0,24207.0,Red Bull Arena,Halil Umut Meler,UEFA
526,2021-2022,Group stage,2,2021-09-29,21:00,Juventus,Chelsea,1.0,0.0,0.9,1.3,-0.4,1.0,19934.0,Allianz Stadium,Jesús Gil,UEFA
527,2021-2022,Group stage,2,2021-09-29,21:00,Bayern Munich,Dynamo Kyiv,5.0,0.0,2.7,0.3,2.4000000000000004,5.0,25000.0,Allianz Arena,Marco Guida,UEFA
528,2021-2022,Group stage,2,2021-09-29,21:00,Wolfsburg,Sevilla,1.0,1.0,1.2,1.1,0.09999999999999987,0.0,11733.0,Volkswagen Arena,Georgi Kabakov,UEFA
529,2021-2022,Group stage,3,2021-10-19,18:45,Club Brugge,Manchester City,1.0,5.0,0.6,4.7,-4.1000000000000005,-4.0,24915.0,Jan Breydelstadion,István Kovács,UEFA
530,2021-2022,Group stage,3,2021-10-19,19:45,Beşiktaş,Sporting CP,1.0,4.0,0.9,4.4,-3.5000000000000004,-3.0,22936.0,Vodafone Arena,Slavko Vinčič,UEFA
531,2021-2022,Group stage,3,2021-10-19,20:00,Porto,Milan,1.0,0.0,1.1,0.2,0.9000000000000001,1.0,32130.0,Estádio Do Dragão,Felix Brych,UEFA
532,2021-2022,Group stage,3,2021-10-19,21:00,Atlético Madrid,Liverpool,2.0,3.0,2.2,1.3,0.9000000000000001,-1.0,60725.0,Estadio Wanda Metropolitano,Daniel Siebert,UEFA
533,2021-2022,Group stage,3,2021-10-19,21:00,Inter,Sheriff Tiraspol,3.0,1.0,2.3,0.4,1.9,2.0,43305.0,Stadio Giuseppe Meazza,Danny Makkelie,UEFA
534,2021-2022,Group stage,3,2021-10-19,21:00,Paris S-G,RB Leipzig,3.0,2.0,3.0,2.1,0.8999999999999999,1.0,47359.0,Parc des Princes,Marco Guida,UEFA
535,2021-2022,Group stage,3,2021-10-19,21:00,Ajax,Dortmund,4.0,0.0,2.1,1.2,0.9000000000000001,4.0,54029.0,Johan Cruyff ArenA,Jesús Gil,UEFA
536,2021-2022,Group stage,3,2021-10-19,22:00,Shakhtar,Real Madrid,0.0,5.0,0.7,2.6,-1.9000000000000001,-5.0,34037.0,Oblasny SportKomplex Metalist,Srđan Jovanović,UEFA
537,2021-2022,Group stage,3,2021-10-20,18:45,RB Salzburg,Wolfsburg,3.0,1.0,2.7,0.9,1.8000000000000003,2.0,29520.0,Red Bull Arena,Daniele Orsato,UEFA
538,2021-2022,Group stage,3,2021-10-20,18:45,Barcelona,Dynamo Kyiv,1.0,0.0,2.2,0.1,2.1,1.0,45968.0,Camp Nou,Clément Turpin,UEFA
539,2021-2022,Group stage,3,2021-10-20,20:00,Manchester Utd,Atalanta,3.0,2.0,2.8,1.6,1.1999999999999997,1.0,72279.0,Old Trafford,Szymon Marciniak,UEFA
540,2021-2022,Group stage,3,2021-10-20,20:00,Benfica,Bayern Munich,0.0,4.0,0.7,3.0,-2.3,-4.0,55201.0,Estádio do Sport Lisboa e Benfica,Ovidiu Hațegan,UEFA
541,2021-2022,Group stage,3,2021-10-20,20:00,Chelsea,Malmö,4.0,0.0,2.6,0.1,2.5,4.0,39095.0,Stamford Bridge,François Letexier,UEFA
542,2021-2022,Group stage,3,2021-10-20,21:00,Lille,Sevilla,0.0,0.0,0.8,1.1,-0.30000000000000004,0.0,34362.0,Stade Pierre-Mauroy,Michael Oliver,UEFA
543,2021-2022,Group stage,3,2021-10-20,21:00,Young Boys,Villarreal,1.0,4.0,2.7,2.7,0.0,-3.0,27398.0,Wankdorfstadion,Sergey Karasev,UEFA
544,2021-2022,Group stage,3,2021-10-20,22:00,Zenit,Juventus,0.0,1.0,0.6,1.2,-0.6,-1.0,18717.0,Gazprom Arena,Sandro Schärer,UEFA
545,2021-2022,Group stage,4,2021-11-02,18:45,Wolfsburg,RB Salzburg,2.0,1.0,1.7,1.6,0.09999999999999987,1.0,16112.0,Volkswagen Arena,Artur Dias,UEFA
546,2021-2022,Group stage,4,2021-11-02,18:45,Malmö,Chelsea,0.0,1.0,0.2,2.5,-2.3,-1.0,19551.0,Eleda Stadion,Felix Brych,UEFA
547,2021-2022,Group stage,4,2021-11-02,21:00,Bayern Munich,Benfica,5.0,2.0,4.8,1.0,3.8,3.0,50000.0,Allianz Arena,Szymon Marciniak,UEFA
548,2021-2022,Group stage,4,2021-11-02,21:00,Atalanta,Manchester Utd,2.0,2.0,1.5,1.1,0.3999999999999999,0.0,14443.0,Stadio Atleti Azzurri d'Italia,Slavko Vinčič,UEFA
549,2021-2022,Group stage,4,2021-11-02,21:00,Villarreal,Young Boys,2.0,0.0,2.2,1.1,1.1,2.0,14890.0,Estadio de la Cerámica,Serdar Gözübüyük,UEFA
550,2021-2022,Group stage,4,2021-11-02,21:00,Juventus,Zenit,4.0,2.0,2.7,1.3,1.4000000000000001,2.0,20053.0,Allianz Stadium,Alejandro Hernández,UEFA
551,2021-2022,Group stage,4,2021-11-02,21:00,Sevilla,Lille,1.0,2.0,1.0,1.9,-0.8999999999999999,-1.0,29369.0,Estadio Ramón Sánchez Pizjuán,István Kovács,UEFA
552,2021-2022,Group stage,4,2021-11-02,22:00,Dynamo Kyiv,Barcelona,0.0,1.0,1.0,0.8,0.19999999999999996,-1.0,31378.0,NSK Olimpijs'kyj,Ovidiu Hațegan,UEFA
553,2021-2022,Group stage,4,2021-11-03,18:45,Milan,Porto,1.0,1.0,0.6,1.8,-1.2000000000000002,0.0,39675.0,Stadio Giuseppe Meazza,Clément Turpin,UEFA
554,2021-2022,Group stage,4,2021-11-03,18:45,Real Madrid,Shakhtar,2.0,1.0,2.0,1.3,0.7,1.0,38105.0,Estadio Santiago Bernabéu,Benoît Bastien,UEFA
555,2021-2022,Group stage,4,2021-11-03,20:00,Manchester City,Club Brugge,4.0,1.0,4.6,0.8,3.8,3.0,50228.0,Etihad Stadium,Antonio Matéu Lahoz,UEFA
556,2021-2022,Group stage,4,2021-11-03,20:00,Sporting CP,Beşiktaş,4.0,0.0,2.7,1.1,1.6,4.0,40835.0,Estádio José Alvalade,Sergey Karasev,UEFA
557,2021-2022,Group stage,4,2021-11-03,20:00,Liverpool,Atlético Madrid,2.0,0.0,3.0,0.2,2.8,2.0,51347.0,Anfield,Danny Makkelie,UEFA
558,2021-2022,Group stage,4,2021-11-03,21:00,RB Leipzig,Paris S-G,2.0,2.0,3.3,2.1,1.1999999999999997,0.0,39794.0,Red Bull Arena,Andreas Ekberg,UEFA
559,2021-2022,Group stage,4,2021-11-03,21:00,Dortmund,Ajax,1.0,3.0,1.7,2.0,-0.30000000000000004,-2.0,54820.0,Signal Iduna Park,Michael Oliver,UEFA
560,2021-2022,Group stage,4,2021-11-03,22:00,Sheriff Tiraspol,Inter,1.0,3.0,0.3,2.5,-2.2,-2.0,5930.0,Bolshaya Sportivnaya Arena,Felix Zwayer,UEFA
561,2021-2022,Group stage,5,2021-11-23,18:45,Villarreal,Manchester Utd,0.0,2.0,0.6,1.2,-0.6,-2.0,20875.0,Estadio de la Cerámica,Felix Brych,UEFA
562,2021-2022,Group stage,5,2021-11-23,19:45,Dynamo Kyiv,Bayern Munich,1.0,2.0,1.1,1.0,0.10000000000000009,-1.0,28732.0,NSK Olimpijs'kyj,Halil Umut Meler,UEFA
563,2021-2022,Group stage,5,2021-11-23,20:00,Chelsea,Juventus,4.0,0.0,3.0,0.7,2.3,4.0,39513.0,Stamford Bridge,Srđan Jovanović,UEFA
564,2021-2022,Group stage,5,2021-11-23,21:00,Barcelona,Benfica,0.0,0.0,1.4,1.2,0.19999999999999996,0.0,49572.0,Camp Nou,Sergey Karasev,UEFA
565,2021-2022,Group stage,5,2021-11-23,21:00,Lille,RB Salzburg,1.0,0.0,0.7,0.5,0.19999999999999996,1.0,33573.0,Stade Pierre-Mauroy,Anthony Taylor,UEFA
566,2021-2022,Group stage,5,2021-11-23,21:00,Young Boys,Atalanta,3.0,3.0,0.7,1.2,-0.5,0.0,31120.0,Stade de Suisse Wankdorf Bern,Daniel Siebert,UEFA
567,2021-2022,Group stage,5,2021-11-23,21:00,Sevilla,Wolfsburg,2.0,0.0,1.6,0.3,1.3,2.0,28663.0,Estadio Ramón Sánchez Pizjuán,Cüneyt Çakιr,UEFA
568,2021-2022,Group stage,5,2021-11-23,21:00,Malmö,Zenit,1.0,1.0,0.2,1.9,-1.7,0.0,15520.0,Eleda Stadion,Andris Treimanis,UEFA
569,2021-2022,Group stage,5,2021-11-24,18:45,Inter,Shakhtar,2.0,0.0,2.6,0.6,2.0,2.0,46225.0,Stadio Giuseppe Meazza,Ovidiu Hațegan,UEFA
570,2021-2022,Group stage,5,2021-11-24,20:00,Manchester City,Paris S-G,2.0,1.0,2.1,1.0,1.1,1.0,52030.0,Etihad Stadium,Daniele Orsato,UEFA
571,2021-2022,Group stage,5,2021-11-24,20:00,Sporting CP,Dortmund,3.0,1.0,1.9,1.6,0.2999999999999998,2.0,41341.0,Estádio José Alvalade,Carlos del Cerro,UEFA
572,2021-2022,Group stage,5,2021-11-24,20:00,Liverpool,Porto,2.0,0.0,0.6,1.1,-0.5000000000000001,2.0,52209.0,Anfield,Felix Zwayer,UEFA
573,2021-2022,Group stage,5,2021-11-24,20:45,Beşiktaş,Ajax,1.0,2.0,1.9,2.5,-0.6000000000000001,-1.0,11712.0,Vodafone Arena,Irfan Peljto,UEFA
574,2021-2022,Group stage,5,2021-11-24,21:00,Atlético Madrid,Milan,0.0,1.0,0.9,1.3,-0.4,-1.0,61019.0,Estadio Wanda Metropolitano,Slavko Vinčič,UEFA
575,2021-2022,Group stage,5,2021-11-24,21:00,Club Brugge,RB Leipzig,0.0,5.0,0.9,3.8,-2.9,-5.0,24072.0,Jan Breydelstadion,Davide Massa,UEFA
576,2021-2022,Group stage,5,2021-11-24,22:00,Sheriff Tiraspol,Real Madrid,0.0,3.0,1.4,1.5,-0.10000000000000009,-3.0,5932.0,Bolshaya Sportivnaya Arena,Szymon Marciniak,UEFA
577,2021-2022,Group stage,6,2021-12-07,18:45,Paris S-G,Club Brugge,4.0,1.0,3.6,1.1,2.5,3.0,47492.0,Parc des Princes,Jesús Gil,UEFA
578,2021-2022,Group stage,6,2021-12-07,18:45,RB Leipzig,Manchester City,2.0,1.0,1.7,1.2,0.5,1.0,,Red Bull Arena,Sandro Schärer,UEFA
579,2021-2022,Group stage,6,2021-12-07,20:00,Porto,Atlético Madrid,1.0,3.0,1.6,3.7,-2.1,-2.0,38830.0,Estádio Do Dragão,Clément Turpin,UEFA
580,2021-2022,Group stage,6,2021-12-07,21:00,Real Madrid,Inter,2.0,0.0,1.2,0.9,0.29999999999999993,2.0,44887.0,Estadio Santiago Bernabéu,Felix Brych,UEFA
581,2021-2022,Group stage,6,2021-12-07,21:00,Dortmund,Beşiktaş,5.0,0.0,3.5,0.1,3.4,5.0,15000.0,Signal Iduna Park,François Letexier,UEFA
582,2021-2022,Group stage,6,2021-12-07,21:00,Ajax,Sporting CP,4.0,2.0,2.1,1.2,0.9000000000000001,2.0,,Johan Cruyff ArenA,Davide Massa,UEFA
583,2021-2022,Group stage,6,2021-12-07,21:00,Milan,Liverpool,1.0,2.0,1.4,1.9,-0.5,-1.0,56237.0,Stadio Giuseppe Meazza,Danny Makkelie,UEFA
584,2021-2022,Group stage,6,2021-12-07,22:00,Shakhtar,Sheriff Tiraspol,1.0,1.0,2.0,1.0,1.0,0.0,6841.0,Oblasny SportKomplex Metalist,Donatas Rumšas,UEFA
585,2021-2022,Group stage,6,2021-12-08,18:45,Juventus,Malmö,1.0,0.0,2.1,0.2,1.9000000000000001,1.0,17501.0,Allianz Stadium,Irfan Peljto,UEFA
586,2021-2022,Group stage,6,2021-12-08,20:00,Benfica,Dynamo Kyiv,2.0,0.0,1.1,1.0,0.10000000000000009,2.0,36591.0,Estádio do Sport Lisboa e Benfica,Deniz Aytekin,UEFA
587,2021-2022,Group stage,6,2021-12-08,20:00,Manchester Utd,Young Boys,1.0,1.0,1.2,1.3,-0.10000000000000009,0.0,73156.0,Old Trafford,Benoît Bastien,UEFA
588,2021-2022,Group stage,6,2021-12-08,20:45,Zenit,Chelsea,3.0,3.0,2.6,2.7,-0.10000000000000009,0.0,29349.0,Gazprom Arena,Serdar Gözübüyük,UEFA
589,2021-2022,Group stage,6,2021-12-08,21:00,Bayern Munich,Barcelona,3.0,0.0,2.4,0.4,2.0,3.0,,Allianz Arena,Ovidiu Hațegan,UEFA
590,2021-2022,Group stage,6,2021-12-08,21:00,Wolfsburg,Lille,1.0,3.0,0.7,2.5,-1.8,-2.0,6544.0,Volkswagen Arena,Daniele Orsato,UEFA
591,2021-2022,Group stage,6,2021-12-08,21:00,RB Salzburg,Sevilla,1.0,0.0,0.6,0.9,-0.30000000000000004,1.0,,Red Bull Arena,Slavko Vinčič,UEFA
592,2021-2022,Group stage,6,2021-12-09,19:00,Atalanta,Villarreal,2.0,3.0,2.0,2.2,-0.20000000000000018,-1.0,11690.0,Stadio Atleti Azzurri d'Italia,Anthony Taylor,UEFA
593,2021-2022,Round of 16,,2022-02-15,20:00,Sporting CP,Manchester City,0.0,5.0,0.1,2.1,-2.0,-5.0,48129.0,Estádio José Alvalade,Srdjan Stojanovic,UEFA
594,2021-2022,Round of 16,,2022-02-15,21:00,Paris S-G,Real Madrid,1.0,0.0,2.4,0.3,2.1,1.0,47443.0,Parc des Princes,Daniele Orsato,UEFA
595,2021-2022,Round of 16,,2022-02-16,21:00,RB Salzburg,Bayern Munich,1.0,1.0,1.1,2.3,-1.1999999999999997,0.0,29520.0,Red Bull Arena,Michael Oliver,UEFA
596,2021-2022,Round of 16,,2022-02-16,21:00,Inter,Liverpool,0.0,2.0,0.6,1.0,-0.4,-2.0,37918.0,Stadio Giuseppe Meazza,Szymon Marciniak,UEFA
597,2021-2022,Round of 16,,2022-02-22,20:00,Chelsea,Lille,2.0,0.0,1.2,0.8,0.3999999999999999,2.0,38832.0,Stamford Bridge,Jesús Gil,UEFA
598,2021-2022,Round of 16,,2022-02-22,21:00,Villarreal,Juventus,1.0,1.0,1.3,0.7,0.6000000000000001,0.0,17686.0,Estadio de la Cerámica,Daniel Siebert,UEFA
599,2021-2022,Round of 16,,2022-02-23,20:00,Benfica,Ajax,2.0,2.0,2.0,2.4,-0.3999999999999999,0.0,54760.0,Estádio do Sport Lisboa e Benfica,Slavko Vinčič,UEFA
600,2021-2022,Round of 16,,2022-02-23,21:00,Atlético Madrid,Manchester Utd,1.0,1.0,1.3,0.6,0.7000000000000001,0.0,63273.0,Estadio Wanda Metropolitano,Ovidiu Hațegan,UEFA
601,2021-2022,Round of 16,,2022-03-08,20:00,Liverpool,Inter,0.0,1.0,1.8,0.5,1.3,-1.0,51747.0,Anfield,Antonio Matéu Lahoz,UEFA
602,2021-2022,Round of 16,,2022-03-08,21:00,Bayern Munich,RB Salzburg,7.0,1.0,4.2,0.7,3.5,6.0,25000.0,Allianz Arena,Clément Turpin,UEFA
603,2021-2022,Round of 16,,2022-03-09,20:00,Manchester City,Sporting CP,0.0,0.0,1.5,0.8,0.7,0.0,51213.0,Etihad Stadium,Halil Umut Meler,UEFA
604,2021-2022,Round of 16,,2022-03-09,21:00,Real Madrid,Paris S-G,3.0,1.0,1.9,1.1,0.7999999999999998,2.0,59895.0,Estadio Santiago Bernabéu,Danny Makkelie,UEFA
605,2021-2022,Round of 16,,2022-03-15,20:00,Manchester Utd,Atlético Madrid,0.0,1.0,1.0,0.5,0.5,-1.0,73008.0,Old Trafford,Slavko Vinčič,UEFA
606,2021-2022,Round of 16,,2022-03-15,21:00,Ajax,Benfica,0.0,1.0,1.3,0.4,0.9,-1.0,54066.0,Johan Cruyff ArenA,Carlos del Cerro,UEFA
607,2021-2022,Round of 16,,2022-03-16,21:00,Lille,Chelsea,1.0,2.0,1.7,1.0,0.7,-1.0,49048.0,Stade Pierre-Mauroy,Davide Massa,UEFA
608,2021-2022,Round of 16,,2022-03-16,21:00,Juventus,Villarreal,0.0,3.0,1.5,2.5,-1.0,-3.0,30385.0,Allianz Stadium,Szymon Marciniak,UEFA
609,2021-2022,Quarter-finals,,2022-04-05,20:00,Benfica,Liverpool,1.0,3.0,1.2,3.9,-2.7,-2.0,59633.0,Estádio do Sport Lisboa e Benfica,Jesús Gil,UEFA
610,2021-2022,Quarter-finals,,2022-04-05,20:00,Manchester City,Atlético Madrid,1.0,0.0,1.0,0.0,1.0,1.0,52018.0,Etihad Stadium,István Kovács,UEFA
611,2021-2022,Quarter-finals,,2022-04-06,20:00,Chelsea,Real Madrid,1.0,3.0,1.3,1.8,-0.5,-2.0,38689.0,Stamford Bridge,Clément Turpin,UEFA
612,2021-2022,Quarter-finals,,2022-04-06,21:00,Villarreal,Bayern Munich,1.0,0.0,1.5,1.6,-0.10000000000000009,1.0,21626.0,Estadio de la Cerámica,Anthony Taylor,UEFA
613,2021-2022,Quarter-finals,,2022-04-12,21:00,Bayern Munich,Villarreal,1.0,1.0,1.4,0.7,0.7,0.0,70000.0,Allianz Arena,Slavko Vinčič,UEFA
614,2021-2022,Quarter-finals,,2022-04-12,21:00,Real Madrid,Chelsea,2.0,3.0,1.2,2.7,-1.5000000000000002,-1.0,59839.0,Estadio Santiago Bernabéu,Szymon Marciniak,UEFA
615,2021-2022,Quarter-finals,,2022-04-13,20:00,Liverpool,Benfica,3.0,3.0,1.8,1.2,0.6000000000000001,0.0,51373.0,Anfield,Serdar Gözübüyük,UEFA
616,2021-2022,Quarter-finals,,2022-04-13,21:00,Atlético Madrid,Manchester City,0.0,0.0,0.8,1.2,-0.3999999999999999,0.0,65675.0,Estadio Wanda Metropolitano,Daniel Siebert,UEFA
617,2021-2022,Semi-finals,,2022-04-26,20:00,Manchester City,Real Madrid,4.0,3.0,2.7,1.6,1.1,1.0,52217.0,Etihad Stadium,István Kovács,UEFA
619,2021-2022,Semi-finals,,2022-04-27,20:00,Liverpool,Villarreal,2.0,0.0,1.6,0.1,1.5,2.0,51586.0,Anfield,Szymon Marciniak,UEFA
620,2021-2022,Semi-finals,,2022-05-03,21:00,Villarreal,Liverpool,2.0,3.0,1.2,2.5,-1.3,-1.0,23665.0,Estadio de la Cerámica,Danny Makkelie,UEFA
621,2021-2022,Semi-finals,,2022-05-04,21:00,Real Madrid,Manchester City,3.0,1.0,2.3,1.4,0.8999999999999999,2.0,61416.0,Estadio Santiago Bernabéu,Daniele Orsato,UEFA
622,2021-2022,Final,,2022-05-28,21:30,Liverpool,Real Madrid,0.0,1.0,2.2,0.9,1.3000000000000003,-1.0,75000.0,Stade de France (Neutral Site),Clément Turpin,UEFA
